CUSTOMER REF.	CUSTOMER ID	NAME OF THE CUSTOMERS	ROUTE NAME	LINKS NAME	CORE/CORES LEASED	BANDWIDTH	DISTANCE (KM)	PRICE/ CORE/ PER KM/ PER MONTH (USD)	MONTHLY LINK VALUE (USD)	MONTHLY LINK (KES)	LINK CLASS	CONTRACT DURATION (YRS)	TOTAL CONTRACT VALUE (USD)	TOTAL CONTRACT VALUE (KES)	
KP1/4D.1/3/71		VENNET SOLUTIONS LIMITED	KOMAROCK SS <> RUARAKA 132 KV	KOMAROCK SS <> NCC JUJA ROAD	1		1.03	20	 20.60 		METRO	7	" 1,730.40 "		
KP1/4D.1/3/71		VENNET SOLUTIONS LIMITED	KOMAROCK SS <> RUARAKA 132 KV	NCC JUJA ROAD <> RUARAKA 132KV SS	1		6.1	20	 122.00 		METRO	7	" 10,248.00 "		
KP1/4D.1/3/71		VENNET SOLUTIONS LIMITED	RUARAKA 132KV <> RUIRU SS	RUARAKA 132KV SS <> RUIRU SS	1		14.54	24	 348.96 		NON PREMIUM	3	" 12,562.56 "		
KP1/4D.1/3/66		TAWALA NETWORKS LIMITED	EADC <> KOMAROCK SS	EADC <>NEW INDUSTRIAL SS	1		5.22	20	 104.40 		METRO	6	" 7,516.80 "		
KP1/4D.1/3/66		TAWALA NETWORKS LIMITED	EADC <> KOMAROCK SS	NEW INDUSTRIAL SS <> NAIROBI SOUTH SS	1		6.58	19	 125.02 		PREMIUM	6	" 9,001.44 "		
KP1/4D.1/3/66		TAWALA NETWORKS LIMITED	EADC <> KOMAROCK SS	NAIROBI SOUTH SS <> KOMAROCK SS	1		5.97	20	 119.40 		METRO	6	" 8,596.80 "		
KP1/4D.1/3/65		NOSTEQ NETWORKS LIMITED	ICOLO NBO 1<> NAIROBI NORTH SS	ICOLO <> LANGATA SS	1		2.36	20	 47.20 		METRO	6	" 3,398.40 "		
KP1/4D.1/3/65		NOSTEQ NETWORKS LIMITED	ICOLO NBO 1<> NAIROBI NORTH SS	LANGATA SS <> KAREN SS	1		7.91	20	 158.20 		METRO	6	" 11,390.40 "		
KP1/4D.1/3/65		NOSTEQ NETWORKS LIMITED	ICOLO NBO 1<> NAIROBI NORTH SS	KAREN SS <> KABETE SS	1		7.82	18	 140.76 		NON PREMIUM	6	" 10,134.72 "		
KP1/4D.1/3/65		NOSTEQ NETWORKS LIMITED	ICOLO NBO 1<> NAIROBI NORTH SS	KABETE SS <> LOWER KABETE SS	1		4.59	18	 82.62 		NON PREMIUM	6	" 5,948.64 "		
KP1/4D.1/3/65		NOSTEQ NETWORKS LIMITED	ICOLO NBO 1<> NAIROBI NORTH SS	LOWER KABETE SS <> NAIROBI NORTH SS	1		15.65	18	 281.70 		NON PREMIUM	6	" 20,282.40 "		
KP1/4D.1/3/12		KENGEN PLC	OLKARIA- GEOTHERMAL PLAZA	OLKARIA- GEOTHERMAL PLAZA		200				" 280,000.00 "	IRU	3		" 10,080,000.00 "	
KP1/4D.1/3/12		KENGEN PLC	SONDU MIRIU	SONDU MIRIU		100				" 199,992.00 "	IRU	3		" 7,199,712.00 "	
KP1/4D.1/3/12		KENGEN PLC	TURKWEL	TURKWEL		50				" 142,800.00 "	IRU	3		" 5,140,800.00 "	
KP1/4D.1/3/12		KENGEN PLC	GITARU	GITARU		200				" 280,000.00 "	IRU	3		" 10,080,000.00 "	
KP1/4D.1/3/12		KENGEN PLC	GITARU DR SITE	GITARU DR SITE		1000				" 525,000.00 "	IRU	3		" 18,900,000.00 "	
KP1/4D.1/3/12		KENGEN PLC	KAMBURU 132	KAMBURU 132		100				" 199,992.00 "	IRU	3		" 7,199,712.00 "	
KP1/4D.1/3/12		KENGEN PLC	MASINGA	MASINGA		50				" 142,800.00 "	IRU	3		" 5,140,800.00 "	
KP1/4D.1/3/12		KENGEN PLC	KINDARUMA	KINDARUMA		50				" 142,800.00 "	IRU	3		" 5,140,800.00 "	
KP1/4D.1/3/12		KENGEN PLC	KIAMBERE	KIAMBERE		50				" 142,800.00 "	IRU	3		" 5,140,800.00 "	
KP1/4D.1/3/12		KENGEN PLC	GARISSA	GARISSA		20				" 85,680.00 "	IRU	3		" 3,084,480.00 "	
KP1/4D.1/3/12		KENGEN PLC	TANA	TANA		50				" 142,800.00 "	IRU	3		" 5,140,800.00 "	
KP1/4D.1/3/12		KENGEN PLC	WANJII	WANJII		20				" 85,680.00 "	IRU	3		" 3,084,480.00 "	
KP1/4D.1/3/12		KENGEN PLC	SAGANA	SAGANA		20				" 85,680.00 "	IRU	3		" 3,084,480.00 "	
KP1/4D.1/3/12		KENGEN PLC	NGONG	NGONG		50				" 142,800.00 "	IRU	3		" 5,140,800.00 "	
KP1/4D.1/3/12		KENGEN PLC	OLKARIA- ISMS	OLKARIA- ISMS		50				" 142,800.00 "	IRU	3		" 5,140,800.00 "	
KP1/4D.1/3/12		KENGEN PLC	KAMBURU- ISMS	KAMBURU- ISMS		50				" 142,800.00 "	IRU	3		" 5,140,800.00 "	
KP1/4D.1/3/12		KENGEN PLC	KIPEVU	KIPEVU		100				" 199,992.00 "	IRU	3		" 7,199,712.00 "	
KP1/4D.1/3/11		BCS GROUP	MOMBASA<> MACHAKUSI	Mombasa-Nairobi	1		500	20	" 10,000.00 "		METRO	6	" 720,000.00 "		
KP1/4D.1/3/11		BCS GROUP	MOMBASA<> MACHAKUSI	Nairobi-Machakusi	1		427	20	" 8,540.00 "		METRO	6	" 614,880.00 "		
KP1/4D.1/3/11		BCS GROUP	Embakasi ss- Isiolo	Embakasi ss-Dandora ss	1		13.6	25	 340.00 		PREMIUM	3	" 12,240.00 "		
KP1/4D.1/3/11		BCS GROUP	Embakasi ss- Isiolo	Dandora ss-Kamburu 220 ss	1		113	24	" 2,712.00 "		NON PREMIUM	3	" 97,632.00 "		
KP1/4D.1/3/11		BCS GROUP	Embakasi ss- Isiolo	Kamburu 220 ss-Kamburu 132 ss	1		0.6	24	 14.40 		NON PREMIUM	3	 518.40 		
KP1/4D.1/3/11		BCS GROUP	Embakasi ss- Isiolo	Isiolo 132 ss-Isiolo 33 ss	1		11	24	 264.00 		NON PREMIUM	3	" 9,504.00 "		
KP1/4D.1/3/11		BCS GROUP	Embakasi ss- Isiolo	Isiolo 33 ss-Isiolo office	1		2	24	 48.00 		NON PREMIUM	3	" 1,728.00 "		
KP1/4D.1/3/11		BCS GROUP	EADC= Embakasi	EADC - Embakasi ss	2		5.7	25	 285.00 		PREMIUM	6	" 20,520.00 "		
KP1/4D.1/3/11		BCS GROUP	Icolo- Kipevu	Icolo MBA1-Kipevu HT 	2		11.4	24	 547.20 		NON PREMIUM	5	" 32,832.00 "		
KP1/4D.1/3/11		BCS GROUP	Embakasi- Icolo MBa1	Embakasi ss - Konza ss	1		75.8	25	" 1,895.00 "		PREMIUM	5	" 113,700.00 "		
KP1/4D.1/3/11		BCS GROUP	Embakasi- Icolo MBa2	Konza ss- Kiboko ss	1		101.37	25	" 2,534.25 "		PREMIUM	5	" 152,055.00 "		
KP1/4D.1/3/11		BCS GROUP	Embakasi- Icolo MBa3	Kiboko ss- Mtito  reactor ss	1		72.13	25	" 1,803.25 "		PREMIUM	5	" 108,195.00 "		
KP1/4D.1/3/11		BCS GROUP	Embakasi- Icolo MBa4	Mtito reactor ss - Voi ss	1		106.6	25	" 2,665.00 "		PREMIUM	5	" 159,900.00 "		
KP1/4D.1/3/11		BCS GROUP	Embakasi- Icolo MBa5	Voi ss-Maungu ss	1		43.92	25	" 1,098.00 "		PREMIUM	5	" 65,880.00 "		
KP1/4D.1/3/11		BCS GROUP	Embakasi- Icolo MBa6	Maungu ss- Rabai ss	1		111.83	25	" 2,795.75 "		PREMIUM	5	" 167,745.00 "		
KP1/4D.1/3/11		BCS GROUP	Embakasi- Icolo MBa7	Rabai ss- Jomvu ss	1		11.2	25	 280.00 		PREMIUM	5	" 16,800.00 "		
KP1/4D.1/3/11		BCS GROUP	Embakasi- Icolo MBa8	Jomvu ss- Icolo ss	1		3.3	25	 82.50 		PREMIUM	5	" 4,950.00 "		
KP1/4D.1/3/11		BCS GROUP	Makande- Telephone house	Makande- Mbaraki	2		4.3	20	 172.00 		METRO	6	" 12,384.00 "		
KP1/4D.1/3/11		BCS GROUP	Makande- Telephone house	Mbaraki- Telephone hose	2		2.2	20	 88.00 		METRO	6	" 6,336.00 "		
KP1/4D.1/3/43		MYMANGA NETWORKS LIMITED	EADC<>ICOLO NBO1	EADC<>EMBAKASI	1		4.05	20	 81.00 		METRO	6	" 5,832.00 "		
KP1/4D.1/3/43		MYMANGA NETWORKS LIMITED	EADC<>ICOLO NBO2	EMBAKASI<>NAIROBI WEST SS	1		9.45	20	 189.00 		METRO	6	" 13,608.00 "		
KP1/4D.1/3/43		MYMANGA NETWORKS LIMITED	EADC<>ICOLO NBO3	NAIROBI WEST SS<>ICOLO	1		13.06	20	 261.20 		METRO	6	" 18,806.40 "		
KP1/4D.1/3/43		MYMANGA NETWORKS LIMITED	KAREN<>KIKUYU KPLC OFFICE	KAREN SS<>DAGORETI SS	1		11.46	18	 206.28 		NON PREMIUM	6	" 14,852.16 "		
KP1/4D.1/3/43		MYMANGA NETWORKS LIMITED	KAREN<>KIKUYU KPLC OFFICE	DAGORETI<>KIKUYU SS	1		10.7	18	 192.60 		NON PREMIUM	6	" 13,867.20 "		
KP1/4D.1/3/43		MYMANGA NETWORKS LIMITED	KAREN<>KIKUYU KPLC OFFICE	KIKUYU SS<>KIKUYU KPLC OFFICE	1		3.29	18	 59.22 		NON PREMIUM	6	" 4,263.84 "		
KP1/4D.1/3/37		EXPRESS DATA LIMITED	EADC<>RUIRU TRANSMISSION	EADC<>EMBAKASI SS	1		3.56	20	 71.20 		METRO	6	" 5,126.40 "		
KP1/4D.1/3/37		EXPRESS DATA LIMITED	EADC<>RUIRU TRANSMISSION	EMBAKASI SS<>DANDORA SS	1		13.5	19	 256.50 		PREMIUM	6	" 18,468.00 "		
KP1/4D.1/3/37		EXPRESS DATA LIMITED	EADC<>RUIRU TRANSMISSION	DANDORA SS<>JUJA RD NCC	1		1.8	19	 34.20 		PREMIUM	6	" 2,462.40 "		
KP1/4D.1/3/37		EXPRESS DATA LIMITED	EADC<>RUIRU TRANSMISSION	JUJA RD NCC<>RUARAKA 132	1		6.09	19	 115.71 		PREMIUM	6	" 8,331.12 "		
KP1/4D.1/3/37		EXPRESS DATA LIMITED	EADC<>RUIRU TRANSMISSION	RUARAKA 132<>RUIRU TRANSMISSION	1		14.85	18	 267.30 		NON PREMIUM	6	" 19,245.60 "		
KP1/4D.1/3/18		AHADIWIRELESS	EADC<>NJIRU SPLICEBOX	EADC<>INDUSTRIAL SS	2		4.55	20	 182.00 		METRO	6	" 13,104.00 "		
KP1/4D.1/3/18		AHADIWIRELESS	EADC<>NJIRU SPLICEBOX	INDUSTRIAL SS<>NAIROBI SOUTH SS	2		2.26	20	 90.40 		METRO	6	" 6,508.80 "		
KP1/4D.1/3/18		AHADIWIRELESS	EADC<>NJIRU SPLICEBOX	NAIROBI SOUTH SS<>KOMAROCKSS	2		7.02	20	 280.80 		METRO	6	" 20,217.60 "		
KP1/4D.1/3/18		AHADIWIRELESS	EADC<>NJIRU SPLICEBOX	KOMAROCK SS<>NJIRU SPLICE BOX	2		5.07	20	 202.80 		METRO	6	" 14,601.60 "		
KP1/4D.1/3/18		AHADIWIRELESS	EADC<>ROYSAMBU 132	EADC<>EMBAKASI SS	2		3.56	20	 142.40 		METRO	6	" 10,252.80 "		
KP1/4D.1/3/18		AHADIWIRELESS	EADC<>ROYSAMBU 133	EMBAKASI<>DANDORA SS	2		13.5	19	 513.00 		PREMIUM	6	" 36,936.00 "		
KP1/4D.1/3/18		AHADIWIRELESS	EADC<>ROYSAMBU 134	DANDORA SS<>JUJA RD NCC	2		1.8	19	 68.40 		PREMIUM	6	" 4,924.80 "		
KP1/4D.1/3/18		AHADIWIRELESS	EADC<>ROYSAMBU 135	JUJA RD NCC<>RUARAKA 132	2		6.09	19	 231.42 		PREMIUM	6	" 16,662.24 "		
KP1/4D.1/3/18		AHADIWIRELESS	ROYSAMBU 132<>BABA DOGO	RUARAKA 132<>BABA DOGO SS	2		11.28	20	 451.20 		METRO	6	" 32,486.40 "		
KP1/4D.1/3/18		EASY BROADBAND LIMITED	EADC<>RAGATI SS	EADC<>EMBAKASI SS	1		3.52	20	 70.40 		METRO	6	" 5,068.80 "		
KP1/4D.1/3/18		EASY BROADBAND LIMITED	EADC<>RAGATI SS	EMBAKASI SS<>CITY CENTER SS	1		16.1	20	 322.00 		METRO	6	" 23,184.00 "		
KP1/4D.1/3/18		EASY BROADBAND LIMITED	EADC<>RAGATI SS	CITY CENTER SS<>RAGATI SS	1		3	20	 60.00 		METRO	6	" 4,320.00 "		
KP1/4D.1/3/29		UNWIRED COMMUNICATIONS LIMITED	PAIX DC (UPPERHILL) - EADC	PAIX - RAGATI SS	1		1.08	20	 21.60 		METRO	6	" 1,555.20 "		
KP1/4D.1/3/29		UNWIRED COMMUNICATIONS LIMITED	PAIX DC (UPPERHILL) - EADC	RAGATI SS - CITY CENTRE SS	1		2.87	20	 57.40 		METRO	6	" 4,132.80 "		
KP1/4D.1/3/29		UNWIRED COMMUNICATIONS LIMITED	PAIX DC (UPPERHILL) - EADC	CITY CENTRE SS - LIKONI RD SS	1		5.3	20	 106.00 		METRO	6	" 7,632.00 "		
KP1/4D.1/3/29		UNWIRED COMMUNICATIONS LIMITED	PAIX DC (UPPERHILL) - EADC	LIKONI RD SS - INDUSTRIAL SS	1		3.42	20	 68.40 		METRO	6	" 4,924.80 "		
KP1/4D.1/3/29		UNWIRED COMMUNICATIONS LIMITED	PAIX DC (UPPERHILL) - EADC	INDUSTRIAL SS - EADC	1		4.55	20	 91.00 		METRO	6	" 6,552.00 "		
KP1/4D.1/3/29		UNWIRED COMMUNICATIONS LIMITED	EADC - KPLC RUAI OFFICE	EADC - EMBAKASI SS	1		3.53	20	 70.60 		METRO	6	" 5,083.20 "		
KP1/4D.1/3/29		UNWIRED COMMUNICATIONS LIMITED	EADC - KPLC RUAI OFFICE	EMBAKASI SS - DANDORA SS	1		13.53	19	 257.07 		PREMIUM	6	" 18,509.04 "		
KP1/4D.1/3/29		UNWIRED COMMUNICATIONS LIMITED	EADC - KPLC RUAI OFFICE	DANDORA SS - NCC JUJA RD SS	1		1.8	19	 34.20 		PREMIUM	6	" 2,462.40 "		
KP1/4D.1/3/29		UNWIRED COMMUNICATIONS LIMITED	EADC - KPLC RUAI OFFICE	NCC JUJA RD SS - KOMAROCK SS	1		1.05	20	 21.00 		METRO	6	" 1,512.00 "		
KP1/4D.1/3/29		UNWIRED COMMUNICATIONS LIMITED	EADC - KPLC RUAI OFFICE	KOMAROCK SS - RUAI SS	1		7.74	20	 154.80 		METRO	6	" 11,145.60 "		
KP1/4D.1/3/29		UNWIRED COMMUNICATIONS LIMITED	EADC - KPLC RUAI OFFICE	RUAI SS - KPLC RUAI OFFICE	1		4.2	20	 84.00 		METRO	6	" 6,048.00 "		
KP1/4D.1/3/29		UNWIRED COMMUNICATIONS LIMITED	EADC - RUARAKA SS	EADC - EMBAKASI SS	2		3.56	20	 142.40 		METRO	6	" 10,252.80 "		
KP1/4D.1/3/29		UNWIRED COMMUNICATIONS LIMITED	EADC - RUARAKA SS	EMBAKASI SS - DANDORA SS	2		13.5	19	 513.00 		PREMIUM	6	" 36,936.00 "		
KP1/4D.1/3/29		UNWIRED COMMUNICATIONS LIMITED	EADC - RUARAKA SS	DANDORA SS - NCC JUJA RD SS	2		1.8	19	 68.40 		PREMIUM	6	" 4,924.80 "		
KP1/4D.1/3/29		UNWIRED COMMUNICATIONS LIMITED	EADC - RUARAKA SS	NCC JUJA RD SS - RUARAKA SS	2		6.09	19	 231.42 		PREMIUM	6	" 16,662.24 "		
KP1/4D.1/3/44		DANSTED TECH SUPPLIERS LIMITED	EADC - KOMAROCK SS	EADC - EMBAKASI SS	1		3.52	20	 70.40 		METRO	7	" 5,913.60 "		
KP1/4D.1/3/44		DANSTED TECH SUPPLIERS LIMITED	EADC - KOMAROCK SS	EMBAKASI SS - DANDORA SS	1		13.5	19	 256.50 		PREMIUM	7	" 21,546.00 "		
KP1/4D.1/3/44		DANSTED TECH SUPPLIERS LIMITED	EADC - KOMAROCK SS	DANDORA SS - NCC JUJA RD	1		1.8	19	 34.20 		PREMIUM	7	" 2,872.80 "		
KP1/4D.1/3/44		DANSTED TECH SUPPLIERS LIMITED	EADC - KOMAROCK SS	NCC JUJA RD - KOMAROCK	1		1.06	20	 21.20 		METRO	7	" 1,780.80 "		
KP1/4D.1/3/44		DANSTED TECH SUPPLIERS LIMITED	EADC - OLD KPLC KITENGELA OFFICE	EADC - EMBAKASI SS	1		3.48	20	 69.60 		METRO	7	" 5,846.40 "		
KP1/4D.1/3/44		DANSTED TECH SUPPLIERS LIMITED	EADC - OLD KPLC KITENGELA OFFICE	EMBAKASI SS - ATHI RIVER SS	1		21.13	18	 380.34 		NON PREMIUM	7	" 31,948.56 "		
KP1/4D.1/3/44		DANSTED TECH SUPPLIERS LIMITED	EADC - OLD KPLC KITENGELA OFFICE	ATHI RIVER SS - EPZ KITENGBELA 	1		2.68	18	 48.24 		NON PREMIUM	7	" 4,052.16 "		
KP1/4D.1/3/44		DANSTED TECH SUPPLIERS LIMITED	EADC - OLD KPLC KITENGELA OFFICE	EPZ KITENGELA - OLD KPLC KITENGELA OFFICE	1		3.55	18	 63.90 		NON PREMIUM	7	" 5,367.60 "		
KP1/4D.1/3/44		DANSTED TECH SUPPLIERS LIMITED	VOLTALIA SOLAR PLANT - GRUPOTEC RADIANT SOLAR PLANT	VOLTALIA SOLAR PLANT - GRUPOTEC RADIANT SOLAR PLANT	1		3.4	18	 61.20 		NON PREMIUM	7	" 5,140.80 "		
KP1/4D.1/3/44		DANSTED TECH SUPPLIERS LIMITED	LESSOS SS - RADIANT SOLAR PLANT	LESSOS SS - RADIANT SOLAR PLANT	1		25.28	18	 455.04 		NON PREMIUM	7	" 38,223.36 "		
KP1/4D.1/3/8		SYOKINET SOLUTIONS LTD	EADC - ATHI RIVER SS	EADC - EMBAKASI SS	1		3.3	27	 89.10 		IRU	6	" 6,415.20 "		
KP1/4D.1/3/8		SYOKINET SOLUTIONS LTD	EADC - ATHI RIVER SS	EMBAKASI SS - MLOLONGO STORES-ATHI RIVER SS	1		26.9	20	 538.00 		METRO	6	" 38,736.00 "		
KP1/4D.1/3/8		FRONTIER OPTICAL NETWORKS LIMITED	MOMBASA-NAIROBI	MOMBASA-NAIROBI	2		500	20	" 20,000.00 "		METRO	5	" 1,200,000.00 "		
KP1/4D.1/3/28		MILLENIA LIMITED	EADC-NEW KUTUS SS	EADC-VILLA FRANCA-EMBAKASI SS	1		5.72	20	 114.40 		METRO	6	" 8,236.80 "		
KP1/4D.1/3/28		MILLENIA LIMITED	EADC-NEW KUTUS SS	EMBAKASI SS-DANDORA SS	1		13.83	19	 262.77 		PREMIUM	6	" 18,919.44 "		
KP1/4D.1/3/28		MILLENIA LIMITED	EADC-NEW KUTUS SS	DANDORA SS - KAMBURU 220	1		109.54	19	" 2,081.26 "		PREMIUM	6	" 149,850.72 "		
KP1/4D.1/3/28		MILLENIA LIMITED	EADC-NEW KUTUS SS	KAMBURU 220-MASINGA SS	1		17.31	19	 328.89 		PREMIUM	6	" 23,680.08 "		
KP1/4D.1/3/28		MILLENIA LIMITED	EADC-NEW KUTUS SS	MASINGA SS-NEW KUTUS SS	1		75.31	19	" 1,430.89 "		PREMIUM	6	" 103,024.08 "		
KP1/4D.1/3/28		MILLENIA LIMITED	RUARAKA 132-KIAMBU ROADBY PASS SPLICE BOX	RUARAKA 132-RIDGERWAYS SS	1		8.5	20	 170.00 		METRO	6	" 12,240.00 "		
KP1/4D.1/3/28		MILLENIA LIMITED	RUARAKA 132-KIAMBU ROADBY PASS SPLICE BOX	RIDGERWAYS SS-KIAMBU ROAD BYPASS SPLICE BOX	1		2.08	18	 37.44 		NON PREMIUM	6	" 2,695.68 "		
KP1/4D.1/3/27		VIJIJI CONNECT LIMITED	EADC - RUARAKA 132 SS	EADC - EMBAKASI SS	1		3.56	20	 71.20 		METRO	6	" 5,126.40 "		
KP1/4D.1/3/27		VIJIJI CONNECT LIMITED	EADC - RUARAKA 132 SS	EMBAKASI SS - DANDORA SS	1		13.5	19	 256.50 		PREMIUM	6	" 18,468.00 "		
KP1/4D.1/3/27		VIJIJI CONNECT LIMITED	EADC - RUARAKA 132 SS	DANDORA SS - NCC (JUJA RD) SS	1		1.8	19	 34.20 		PREMIUM	6	" 2,462.40 "		
KP1/4D.1/3/27		VIJIJI CONNECT LIMITED	EADC - RUARAKA 132 SS	NCC (JUJA RD) SS - RUARAKA 132 SS	1		6.09	19	 115.71 		PREMIUM	6	" 8,331.12 "		
KP1/4D.1/3/27		VIJIJI CONNECT LIMITED	RUARAKA 132 SS - THIKA DEPOT SS	RUARAKA 132 SS - RUIRU SS	1		14.55	18	 261.90 		NON PREMIUM	6	" 18,856.80 "		
KP1/4D.1/3/27		VIJIJI CONNECT LIMITED	RUARAKA 132 SS - THIKA DEPOT SS	RUIRU SS - MANGU SS	1		21.32	18	 383.76 		NON PREMIUM	6	" 27,630.72 "		
KP1/4D.1/3/27		VIJIJI CONNECT LIMITED	RUARAKA 132 SS - THIKA DEPOT SS	MANGU SS - THIKA DEPOT SS	1		5.32	18	 95.76 		NON PREMIUM	6	" 6,894.72 "		
KP1/4D.1/3/24		ZEPLIN INVESTMENTS LIMITED	GEDE SS - WATAMU SS	GEDE SS - WATAMU SS	1		10.66	18	 191.88 		NON PREMIUM	6	" 13,815.36 "		
KP1/4D.1/3/24		ZEPLIN INVESTMENTS LIMITED	ICOLO DC - MALINDI DEPOT	ICOLO DC - SHANZU SS	1		30.43	19	 578.17 		PREMIUM	6	" 41,628.24 "		
KP1/4D.1/3/24		ZEPLIN INVESTMENTS LIMITED	ICOLO DC - MALINDI DEPOT	SHANZU SS - KILIFI SS	1		50.28	18	 905.04 		NON PREMIUM	6	" 65,162.88 "		
KP1/4D.1/3/24		ZEPLIN INVESTMENTS LIMITED	ICOLO DC - MALINDI DEPOT	KILIFI SS - GEDE SS	1		45.75	18	 823.50 		NON PREMIUM	6	" 59,292.00 "		
KP1/4D.1/3/24		ZEPLIN INVESTMENTS LIMITED	ICOLO DC - MALINDI DEPOT	GEDE SS - MALINDI DEPOT	1		16.32	18	 293.76 		NON PREMIUM	6	" 21,150.72 "		
KP1/4D.1/3/26		CHINA TELECOM LIMITED	EADC<>KOMAROCK SS	EADC<>EMBAKASI SS	1		3.52	20	 70.40 		METRO	7	" 5,913.60 "		
KP1/4D.1/3/26		CHINA TELECOM LIMITED	EADC<>KOMAROCK SS	EMBAKASI SS<>DANDORA SS	1		13.5	19	 256.50 		PREMIUM	7	" 21,546.00 "		
KP1/4D.1/3/26		CHINA TELECOM LIMITED	EADC<>KOMAROCK SS	DANDORA SS<>JUJA RD NCC	1		1.8	19	 34.20 		PREMIUM	7	" 2,872.80 "		
KP1/4D.1/3/26		CHINA TELECOM LIMITED	EADC<>KOMAROCK SS	JUJA RD NCC<>KOMAROCK SS	1		1.06	20	 21.20 		METRO	7	" 1,780.80 "		
