CUSTOMER REF.	CUSTOMER ID	NAME OF THE CUSTOMERS	ROUTE NAME	LINKS NAME	CORE/CORES LEASED	BANDWIDTH	DISTANCE (KM)	PRICE/ CORE/ PER KM/ PER MONTH (USD)	MONTHLY LINK VALUE (USD)	MONTHLY LINK (KES)	LINK CLASS	CONTRACT DURATION (YRS)	TOTAL CONTRACT VALUE (USD)	TOTAL CONTRACT VALUE (KES)	
KP1/4D.1/3/4		LIQUID TELCOMMUNICATIONS KENYA LIMITED	ICOLO MOMBASA - NYALI SS	JOMVU SS - KIPEVU DIESEL SS	2		7.98	19	 303.24 		PREMIUM	15	" 54,583.20 "		
KP1/4D.1/3/4		LIQUID TELCOMMUNICATIONS KENYA LIMITED	ICOLO MOMBASA - NYALI SS	KIPEVU DIESEL - KIPEVU HT SS	2		0.34	19	 12.92 		PREMIUM	15	" 2,325.60 "		
KP1/4D.1/3/4		LIQUID TELCOMMUNICATIONS KENYA LIMITED	ICOLO MOMBASA - NYALI SS	KIPEVU HT SS - MAKANDE SS	2		2.04	19	 77.52 		PREMIUM	15	" 13,953.60 "		
KP1/4D.1/3/4		LIQUID TELCOMMUNICATIONS KENYA LIMITED	ICOLO MOMBASA - NYALI SS	MAKANDE SS - NYALI SS	2		7.06	20	 282.40 		METRO	15	" 50,832.00 "		
KP1/4D.1/3/4		LIQUID TELCOMMUNICATIONS KENYA LIMITED	EADC - THIKA DEPOT	EADC - INDUSTRIAL SS	2		4.59	26	 238.68 		METRO	2	" 5,728.32 "		
KP1/4D.1/3/4		LIQUID TELCOMMUNICATIONS KENYA LIMITED	EADC - THIKA DEPOT	INDUSTRIAL SS - NAIROBI NORTH SS	2		6.56	26	 341.12 		METRO	2	" 8,186.88 "		
KP1/4D.1/3/4		LIQUID TELCOMMUNICATIONS KENYA LIMITED	EADC - THIKA DEPOT	NAIROBI NORTH SS - KOMAROCK SS	2		6.18	26	 321.36 		METRO	2	" 7,712.64 "		
KP1/4D.1/3/4		LIQUID TELCOMMUNICATIONS KENYA LIMITED	EADC - THIKA DEPOT	KOMAROCK SS - NCC JUJA RD SS	2		1.05	26	 54.60 		METRO	2	" 1,310.40 "		
KP1/4D.1/3/4		LIQUID TELCOMMUNICATIONS KENYA LIMITED	EADC - THIKA DEPOT	MANGU SS - THIKA DEPOT 	2		5.34	24	 256.32 		NON PREMIUM	2	" 6,151.68 "		
KP1/4D.1/3/4		LIQUID TELCOMMUNICATIONS KENYA LIMITED	ICOLO NBO1 - EADC	ICOLO NBO1 - LANGATA SS	2		2.36	26	 122.72 		METRO	1	" 1,472.64 "		
KP1/4D.1/3/4		LIQUID TELCOMMUNICATIONS KENYA LIMITED	ICOLO NBO1 - EADC	LANGATA SS - NAIROBI WEST SS	2		10.58	26	 550.16 		METRO	1	" 6,601.92 "		
KP1/4D.1/3/4		LIQUID TELCOMMUNICATIONS KENYA LIMITED	ICOLO NBO1 - EADC	NAIROBI WEST SS - EMBAKASI SS	2		9.45	26	 491.40 		METRO	1	" 5,896.80 "		
KP1/4D.1/3/4		LIQUID TELCOMMUNICATIONS KENYA LIMITED	ICOLO NBO1 - EADC	EMBAKASI SS - EADC	2		3.49	26	 181.48 		METRO	1	" 2,177.76 "		
KP1/4D.1/3/4		LIQUID TELCOMMUNICATIONS KENYA LIMITED	PARKSIDE TOWERS - MAKANDE SS	PARKSIDE TOWERS - INDUSTRIAL SS	2		2.5	20	 100.00 		METRO	15	" 18,000.00 "		
KP1/4D.1/3/4		LIQUID TELCOMMUNICATIONS KENYA LIMITED	PARKSIDE TOWERS - MAKANDE SS	INDUSTRIAL SS - NAIROBI SOUTH SS	2		6	20	 240.00 		METRO	15	" 43,200.00 "		
KP1/4D.1/3/4		LIQUID TELCOMMUNICATIONS KENYA LIMITED	PARKSIDE TOWERS - MAKANDE SS	NAIROBI SOUTH SS - KOMAROCK SS	2		6	20	 240.00 		METRO	15	" 43,200.00 "		
KP1/4D.1/3/4		LIQUID TELCOMMUNICATIONS KENYA LIMITED	PARKSIDE TOWERS - MAKANDE SS	KOMAROCK SS - NCC JUJA RD SS	2		1.1	20	 44.00 		METRO	15	" 7,920.00 "		
KP1/4D.1/3/4		LIQUID TELCOMMUNICATIONS KENYA LIMITED	PARKSIDE TOWERS - MAKANDE SS	NCC JUJA RD SS - KIBOKO SS	2		157	19	" 5,966.00 "		PREMIUM	15	" 1,073,880.00 "		
KP1/4D.1/3/4		LIQUID TELCOMMUNICATIONS KENYA LIMITED	PARKSIDE TOWERS - MAKANDE SS	KIBOKO SS - VOI SS	2		171	19	" 6,498.00 "		PREMIUM	15	" 1,169,640.00 "		
KP1/4D.1/3/4		LIQUID TELCOMMUNICATIONS KENYA LIMITED	PARKSIDE TOWERS - MAKANDE SS	VOI SS - RABAI SS	2		133.6	19	" 5,076.80 "		PREMIUM	15	" 913,824.00 "		
KP1/4D.1/3/4		LIQUID TELCOMMUNICATIONS KENYA LIMITED	PARKSIDE TOWERS - MAKANDE SS	RABAI SS - KIPEVU HT SS	2		18	19	 684.00 		PREMIUM	15	" 123,120.00 "		
KP1/4D.1/3/4		LIQUID TELCOMMUNICATIONS KENYA LIMITED	PARKSIDE TOWERS - MAKANDE SS	KIPEVU HT SS - MAKANDE SS	2		2.2	19	 83.60 		PREMIUM	15	" 15,048.00 "		
KP1/4D.1/3/1		SAFARICOM PLC	MASTER CONTRACT 2021	NAIROBI NORTH SS - SUSWA 220KV SS	2		46.06	24	" 2,210.88 "		NON PREMIUM	5	" 132,652.80 "		
KP1/4D.1/3/1		SAFARICOM PLC	MASTER CONTRACT 2021	SUSWA 220KV SS - OLKARIA IAU	2		25.61	24	" 1,229.28 "		NON PREMIUM	5	" 73,756.80 "		
KP1/4D.1/3/1		SAFARICOM PLC	MASTER CONTRACT 2021	OLKARIA 1AU - NAIVASHA 132KV SS	2		23.5	24	" 1,128.00 "		NON PREMIUM	5	" 67,680.00 "		
KP1/4D.1/3/1		SAFARICOM PLC	MASTER CONTRACT 2021	NAIROBI NORTH SS - DANDORA SS	2		47.31	24	" 2,270.88 "		NON PREMIUM	5	" 136,252.80 "		
KP1/4D.1/3/1		SAFARICOM PLC	MASTER CONTRACT 2021	NAIROBI NORTH SS - LOWER KABETE SS	2		15.67	24	 752.16 		NON PREMIUM	5	" 45,129.60 "		
KP1/4D.1/3/1		SAFARICOM PLC	MASTER CONTRACT 2021	KPLC SOTIK OFFICE-MATUTU SS-KEROKA SS	2		27.6	24	" 1,324.80 "		NON PREMIUM	5	" 79,488.00 "		
KP1/4D.1/3/1		SAFARICOM PLC	MASTER CONTRACT 2021	MUSAGA SS - SAFARICOM KAKAMEGA INTERCEPTION	2		25.32	24	" 1,215.36 "		NON PREMIUM	5	" 72,921.60 "		
KP1/4D.1/3/1		SAFARICOM PLC	MASTER CONTRACT 2021	RABAI SS - MAKANDE SS	2		20.62	24	 989.76 		NON PREMIUM	5	" 59,385.60 "		
KP1/4D.1/3/1		SAFARICOM PLC	MASTER CONTRACT 2021	LESSOS SS - NANDI HILLS - SS	2		41.8	24	" 2,006.40 "		NON PREMIUM	5	" 120,384.00 "		
KP1/4D.1/3/1		SAFARICOM PLC	MASTER CONTRACT 2021	NANDI HILLS SS - ALDAI SS	2		17.8	24	 854.40 		NON PREMIUM	5	" 51,264.00 "		
KP1/4D.1/3/1		SAFARICOM PLC	MASTER CONTRACT 2021	CHWELE SS - MALAKISI OFFICE	2		31.17	24	" 1,496.16 "		NON PREMIUM	5	" 89,769.60 "		
KP1/4D.1/3/1		SAFARICOM PLC	MASTER CONTRACT 2021	MALINDI (KAKUYUNI)1 - MALINDI KPLC	2		22.43	24	" 1,076.64 "		NON PREMIUM	5	" 64,598.40 "		
KP1/4D.1/3/1		SAFARICOM PLC	MASTER CONTRACT 2021	ATHI RIVER SOUTH-KAJIADO	2		45	24	" 2,160.00 "		NON PREMIUM	5	" 129,600.00 "		
KP1/4D.1/3/1		SAFARICOM PLC	MASTER CONTRACT 2021	KAJIADO-NAMANGA	2		96	24	" 4,608.00 "		NON PREMIUM	5	" 276,480.00 "		
KP1/4D.1/3/1		SAFARICOM PLC	MASTER CONTRACT 2021	BUSIA-RANGALA	2		49	24	" 2,352.00 "		NON PREMIUM	5	" 141,120.00 "		
KP1/4D.1/3/1		SAFARICOM PLC	MASTER CONTRACT 2021	SIAYA-RANGALA	2		15.7	24	 753.60 		NON PREMIUM	5	" 45,216.00 "		
KP1/4D.1/3/1		SAFARICOM PLC	MASTER CONTRACT 2021	ELDORET RIVATEX-KAPSOYA HILL	2		9.9	24	 475.20 		NON PREMIUM	5	" 28,512.00 "		
KP1/4D.1/3/1		SAFARICOM PLC	MASTER CONTRACT 2021	MACHAKOS-ATHI RIVER (SAFARICOM)	2		46	24	" 2,208.00 "		NON PREMIUM	5	" 132,480.00 "		
KP1/4D.1/3/1		SAFARICOM PLC	MASTER CONTRACT 2021	LESSOS-KAPSABET KPLC OFFICE	2		26.5	24	" 1,272.00 "		NON PREMIUM	5	" 76,320.00 "		
KP1/4D.1/3/1		SAFARICOM PLC	MASTER CONTRACT 2021	MAMBOLEO-KIBOSWA	2		7.4	24	 355.20 		NON PREMIUM	5	" 21,312.00 "		
KP1/4D.1/3/1		SAFARICOM PLC	MASTER CONTRACT 2021	MANGU S/S -THIKA DEPOT S/S	2		5.3	24	 254.40 		NON PREMIUM	5	" 15,264.00 "		
KP1/4D.1/3/1		SAFARICOM PLC	MASTER CONTRACT 2021	RUARAKA S/S-ROYSAMBU QOA 	2		2.15	24	 103.20 		NON PREMIUM	5	" 6,192.00 "		
KP1/4D.1/3/1		SAFARICOM PLC	MASTER CONTRACT 2021	JUJA NCC-RUARAKA S/S	2		6.1	24	 292.80 		NON PREMIUM	5	" 17,568.00 "		
KP1/4D.1/3/1		SAFARICOM PLC	MASTER CONTRACT 2021	WOTE KPLC OFFICE-EMALI KPLC OFFICE	2		51.85	24	" 2,488.80 "		NON PREMIUM	5	" 149,328.00 "		
KP1/4D.1/3/1		SAFARICOM PLC	MASTER CONTRACT 2021	ITEN -KAPSOYA	2		47	24	" 2,256.00 "		NON PREMIUM	5	" 135,360.00 "		
KP1/4D.1/3/1		SAFARICOM PLC	MASTER CONTRACT 2021	KIBOKO S/S-EMALI KPLC OFFICE	2		37.16	24	" 1,783.68 "		NON PREMIUM	5	" 107,020.80 "		
KP1/4D.1/3/1		SAFARICOM PLC	MASTER CONTRACT 2021	MALINDI (KAKUYUNI)2 - MALINDI KPLC	2		34	24	" 1,632.00 "		NON PREMIUM	5	" 97,920.00 "		
KP1/4D.1/3/1		SAFARICOM PLC	MASTER CONTRACT 2021	VOI S/S-WUNDANYI OFFICE	2		48.044	24	" 2,306.11 "		NON PREMIUM	5	" 138,366.72 "		
KP1/4D.1/3/1		SAFARICOM PLC	MASTER CONTRACT 2021	MUHORONI S/S-CHEMOSIT	2		32	24	" 1,536.00 "		NON PREMIUM	5	" 92,160.00 "		
KP1/4D.1/3/1		SAFARICOM PLC	MASTER CONTRACT 2021	LAMU 220KV (HINDI)-LAMU OFFICE	2		28	24	" 1,344.00 "		NON PREMIUM	5	" 80,640.00 "		
KP1/4D.1/3/1		SAFARICOM PLC	MASTER CONTRACT 2021	RIVATEX -ELDORET INDUSTRIAL/-KAPSOYA	2		9.9	24	 475.20 		NON PREMIUM	5	" 28,512.00 "		
KP1/4D.1/3/1		SAFARICOM PLC	MASTER CONTRACT 2021	RIVATEX-KITALE DEPOT-KITALE OFFICE	2		79.3	24	" 3,806.40 "		NON PREMIUM	5	" 228,384.00 "		
KP1/4D.1/3/1		SAFARICOM PLC	MASTER CONTRACT 2021	KITALE -KAPENGURIA RF	2		46.9	24	" 2,251.20 "		NON PREMIUM	5	" 135,072.00 "		
KP1/4D.1/3/1		SAFARICOM PLC	MASTER CONTRACT 2021	SONDU MIRUI-HOMA BAY OFFICE	2		58.6	24	" 2,812.80 "		NON PREMIUM	5	" 168,768.00 "		
KP1/4D.1/3/1		SAFARICOM PLC	MASTER CONTRACT 2021	RANGALA S/S-/S-MASENO	2		22.9	24	" 1,099.20 "		NON PREMIUM	5	" 65,952.00 "		
KP1/4D.1/3/1		SAFARICOM PLC	MASTER CONTRACT 2021	NYAMNINNIA-MASENO	2		17.3	24	 830.40 		NON PREMIUM	5	" 49,824.00 "		
KP1/4D.1/3/1		SAFARICOM PLC	MASTER CONTRACT 2021	NAIVASHA S/S -NAROK	2		96.2	24	" 4,617.60 "		NON PREMIUM	5	" 277,056.00 "		
KP1/4D.1/3/1		SAFARICOM PLC	MASTER CONTRACT 2021	BONDO S/S-SIAYA S/S - SIAYA OFFICE	2		30.1	24	" 1,444.80 "		NON PREMIUM	5	" 86,688.00 "		
KP1/4D.1/3/1		SAFARICOM PLC	MASTER CONTRACT 2021	SONDU MIRUI-HOMA BAY OFFICE ADDITIONAL PAIR	2		58.1	24	" 2,788.80 "		NON PREMIUM	5	" 167,328.00 "		
KP1/4D.1/3/1		SAFARICOM PLC	MASTER CONTRACT 2021	MUHORONI 132S/S-MUHORONI OFFICE	2		13.5	24	 648.00 		NON PREMIUM	5	" 38,880.00 "		
KP1/4D.1/3/1		SAFARICOM PLC	MASTER CONTRACT 2021	KEGATI KISII 12/33 S/S-RITONGO HILL	2		18.69	24	 897.12 		NON PREMIUM	5	" 53,827.20 "		
KP1/4D.1/3/1		SAFARICOM PLC	MASTER CONTRACT 2021	RIVATEX -KITALE DEPOT-KITALE OFFICE	2		79.3	24	" 3,806.40 "		NON PREMIUM	5	" 228,384.00 "		
KP1/4D.1/3/1		SAFARICOM PLC	MASTER CONTRACT 2021	LANET 132 S/S-E HOUSE NAKURU-SOILO	2		15.9	24	 763.20 		NON PREMIUM	5	" 45,792.00 "		
KP1/4D.1/3/1		SAFARICOM PLC	MASTER CONTRACT 2021	MARIAKANI -RABAI	2		16.9	24	 811.20 		NON PREMIUM	5	" 48,672.00 "		
KP1/4D.1/3/1		SAFARICOM PLC	MASTER CONTRACT 2021	LANET S/S-GILGIL KPLC OFFICE	2		32.6	24	" 1,564.80 "		NON PREMIUM	5	" 93,888.00 "		
KP1/4D.1/3/1		SAFARICOM PLC	MASTER CONTRACT 2021	AWENDO-MIGORI	2		27.5	24	" 1,320.00 "		NON PREMIUM	5	" 79,200.00 "		
KP1/4D.1/3/1		SAFARICOM PLC	MASTER CONTRACT 2021	LANET S/S-MENENGAI RF	2		19.1	24	 916.80 		NON PREMIUM	5	" 55,008.00 "		
KP1/4D.1/3/1		SAFARICOM PLC	MASTER CONTRACT 2021	RANGALA S/S UGUNJA-BUMALA S/S	2		26.3	24	" 1,262.40 "		NON PREMIUM	5	" 75,744.00 "		
KP1/4D.1/3/1		SAFARICOM PLC	MASTER CONTRACT 2021	RABAI SS – KWALE REPETER SITE THRO DIANI	2		74.5	24	" 3,576.00 "		NON PREMIUM	5	" 214,560.00 "		
KP1/4D.1/3/1		SAFARICOM PLC	MASTER CONTRACT 2021	NAIROBI NORTH-CIANDA	2		10.2	24	 489.60 		NON PREMIUM	5	" 29,376.00 "		
KP1/4D.1/3/1		SAFARICOM PLC	MASTER CONTRACT 2021	CIANDA-GITHUNGURI	2		13.6	24	 652.80 		NON PREMIUM	5	" 39,168.00 "		
KP1/4D.1/3/1		SAFARICOM PLC	MASTER CONTRACT 2021	SIAYA-BONDO 2ND PAIR	2		30.2	24	" 1,449.60 "		NON PREMIUM	5	" 86,976.00 "		
KP1/4D.1/3/1		SAFARICOM PLC	MASTER CONTRACT 2021	EADC-EMBAKASI	2		3.5	24	 168.00 		NON PREMIUM	5	" 10,080.00 "		
KP1/4D.1/3/1		SAFARICOM PLC	MASTER CONTRACT 2021	EMBAKASI-DANDORA	2		13.5	24	 648.00 		NON PREMIUM	5	" 38,880.00 "		
KP1/4D.1/3/1		SAFARICOM PLC	MASTER CONTRACT 2021	BUNGOMA-CHWELE	2		24.8	24	" 1,190.40 "		NON PREMIUM	5	" 71,424.00 "		
KP1/4D.1/3/1		SAFARICOM PLC	MASTER CONTRACT 2021	KONZA COMMON MANHOLE-KONZA DC	2		2.2	24	 105.60 		NON PREMIUM	5	" 6,336.00 "		
KP1/4D.1/3/1		SAFARICOM PLC	MASTER CONTRACT 2021	KWALE RF-KPLC UKUNDA	2		27.98	24	" 1,343.04 "		NON PREMIUM	5	" 80,582.40 "		
KP1/4D.1/3/1		SAFARICOM PLC	MASTER CONTRACT 2021	MUMIAS SS - BUMNGOMA OFFICE(DIRECT PAIR)	2		29.4	24	" 1,411.20 "		NON PREMIUM	5	" 84,672.00 "		
KP1/4D.1/3/1		SAFARICOM PLC	MASTER CONTRACT 2021	RANGALA SS-MUMIAS SS	2		33.6	24	" 1,612.80 "		NON PREMIUM	5	" 96,768.00 "		
KP1/4D.1/3/1		SAFARICOM PLC	MASTER CONTRACT 2021	MUSAGA SS-WEBUYE HILL	2		23	24	" 1,104.00 "		NON PREMIUM	5	" 66,240.00 "		
KP1/4D.1/3/1		SAFARICOM PLC	MASTER CONTRACT 2021	MOGOSIEK SS -LITEIN SS	2		14	24	 672.00 		NON PREMIUM	5	" 40,320.00 "		
KP1/4D.1/3/1		SAFARICOM PLC	IRU CONTRACT 2010	NAIROBI-MOMBASA	1		500	32	" 16,000.00 "		IRU	20	" 3,840,000.00 "		
KP1/4D.1/3/1		SAFARICOM PLC	IRU CONTRACT 2011 OTHER ROUTES	LESSOS -ELDORET	1		32	24	 768.00 		NON PREMIUM	20	" 184,320.00 "		
KP1/4D.1/3/1		SAFARICOM PLC	IRU CONTRACT 2011 OTHER ROUTES	LESSOS - MUHORONI	1		57	24	" 1,368.00 "		NON PREMIUM	20	" 328,320.00 "		
KP1/4D.1/3/1		SAFARICOM PLC	IRU CONTRACT 2011 OTHER ROUTES	MUHORONI - KISUMU	1		49	24	" 1,176.00 "		NON PREMIUM	20	" 282,240.00 "		
KP1/4D.1/3/1		SAFARICOM PLC	IRU CONTRACT 2011 OTHER ROUTES	MUHORONI - CHEMOSIT - KISII	1		100	24	" 2,400.00 "		NON PREMIUM	20	" 576,000.00 "		
KP1/4D.1/3/1		SAFARICOM PLC	IRU CONTRACT 2011 OTHER ROUTES	NAIROBI-KAMBURU-KIGANJO-NANYUKI	1		277	24	" 6,648.00 "		NON PREMIUM	20	" 1,595,520.00 "		
KP1/4D.1/3/14		TELKOM KENYA LIMITED	MOMBASA MAKANDE SS- NAIROBI EMBAKASI SS	MOMBASA (MAKANDE S/S) <> NAIROBI (EMBAKASI S/S)	2		 500.00 	20	" 20,000.00 "		METRO	10	" 2,400,000.00 "		
KP1/4D.1/3/14		TELKOM KENYA LIMITED	NAIROBI  EMBAKASI SS MACHAKUSI 132 SS	NAIROBI (EMBAKASI S/S) <> NAIVASHA 132 KV S/S	2		 96.00 	20	" 3,840.00 "		METRO	10	" 460,800.00 "		
KP1/4D.1/3/14		TELKOM KENYA LIMITED	NAIROBI  EMBAKASI SS MACHAKUSI 132 SS	NAIVASHA 132 KV S/S <>LANET 132 KV S/S	2		 71.00 	20	" 2,840.00 "		METRO	10	" 340,800.00 "		
KP1/4D.1/3/14		TELKOM KENYA LIMITED	NAIROBI  EMBAKASI SS MACHAKUSI 132 SS	LANET 132 KV S/S <>MAKUTANO S/S 	2		 73.00 	20	" 2,920.00 "		METRO	10	" 350,400.00 "		
KP1/4D.1/3/14		TELKOM KENYA LIMITED	NAIROBI  EMBAKASI SS MACHAKUSI 132 SS	MAKUTANO S/S <>LESSOS S/S	2		 53.00 	20	" 2,120.00 "		METRO	10	" 254,400.00 "		
KP1/4D.1/3/14		TELKOM KENYA LIMITED	NAIROBI  EMBAKASI SS MACHAKUSI 132 SS	LESSOS 132 KV S/S <>MUSAGA 132 KV S/S <>MACHAKUSI 132 S/S 	2		 136.00 	20	" 5,440.00 "		METRO	10	" 652,800.00 "		
KP1/4D.1/3/14		TELKOM KENYA LIMITED	NAIROBI  EMBAKASI SS MACHAKUSI 132 SS	DANDORA 132 KV S/S <> NCC	4		 2.00 	20	 160.00 		METRO	10	" 19,200.00 "		
KP1/4D.1/3/14		TELKOM KENYA LIMITED	NAIROBI  EMBAKASI SS MACHAKUSI 132 SS	NCC <> ROYSAMBU (RUARAKA 132) S/S	2		 33.24 	20	" 1,329.60 "		METRO	10	" 159,552.00 "		
KP1/4D.1/3/14		TELKOM KENYA LIMITED	NAIROBI  EMBAKASI SS MACHAKUSI 132 SS	ROYSAMBU (RUARAKA 132) S/S <>PARKLANDS S/S	2		 10.00 	20	 400.00 		METRO	10	" 48,000.00 "		
KP1/4D.1/3/14		TELKOM KENYA LIMITED	NAIROBI  EMBAKASI SS MACHAKUSI 132 SS	MAKANDE 132 KV S/S <>MBARAKI S/S <>EHSE (MOMBASA)	2		 8.00 	35	 560.00 		IRU	10	" 67,200.00 "		
KP1/4D.1/3/14		TELKOM KENYA LIMITED	NAIROBI  EMBAKASI SS MACHAKUSI 132 SS	EMBAKASI 132 KV S/S <> NAIROBI WEST S/S <>NGONG RD S/S 	2		 8.00 	35	 560.00 		IRU	10	" 67,200.00 "		
KP1/4D.1/3/14		TELKOM KENYA LIMITED	NAIROBI  EMBAKASI SS MACHAKUSI 132 SS	VOI S/S <>VOI KPLC OFFICE	4		 2.00 	20	 160.00 		METRO	10	" 19,200.00 "		
KP1/4D.1/3/14		TELKOM KENYA LIMITED	NAIROBI  EMBAKASI SS MACHAKUSI 132 SS	NAIVASHA 132 KV S/S <>NAIVASHA KPLC OFFICE	2		 11.00 	20	 440.00 		METRO	10	" 52,800.00 "		
KP1/4D.1/3/14		TELKOM KENYA LIMITED	NAIROBI  EMBAKASI SS MACHAKUSI 132 SS	LANET S/S <>NAKURU DEPOT	4		 11.00 	20	 880.00 		METRO	10	" 105,600.00 "		
KP1/4D.1/3/14		TELKOM KENYA LIMITED	NAIROBI  EMBAKASI SS MACHAKUSI 132 SS	NAKURU DEPOT <>NAKURU ELECTRICITY HOUSE	2		 4.00 	20	 160.00 		METRO	10	" 19,200.00 "		
KP1/4D.1/3/14		TELKOM KENYA LIMITED	"MASTER CONTRACT NO. 2 FROM 5TH MAY, 2021 TO 4TH MAY 2026"	E/HOUSE KISUMU <>KISUMU EAST SS	2		4.5	25	 225.00 		PREMIUM	5	" 13,500.00 "		
KP1/4D.1/3/14		TELKOM KENYA LIMITED	"MASTER CONTRACT NO. 2 FROM 5TH MAY, 2021 TO 4TH MAY 2027"	KISUMU EAST SS <> MAMBOLEO SS	2		8	25	 400.00 		PREMIUM	5	" 24,000.00 "		
KP1/4D.1/3/14		TELKOM KENYA LIMITED	"MASTER CONTRACT NO. 2 FROM 5TH MAY, 2021 TO 4TH MAY 2028"	MAMBOLEO SS <>MBALE KPLC OFFICE	2		21	25	" 1,050.00 "		PREMIUM	5	" 63,000.00 "		
KP1/4D.1/3/14		TELKOM KENYA LIMITED	"MASTER CONTRACT NO. 2 FROM 5TH MAY, 2021 TO 4TH MAY 2029"	TKL KERICHO OFFICE <> KPLC KERICHO DEPOT	2		3	25	 150.00 		PREMIUM	5	" 9,000.00 "		
KP1/4D.1/3/14		TELKOM KENYA LIMITED	"MASTER CONTRACT NO. 2 FROM 5TH MAY, 2021 TO 4TH MAY 2030"	KPLC KERICHO DEPOT <>CHEMOSIT SS	2		19	25	 950.00 		PREMIUM	5	" 57,000.00 "		
KP1/4D.1/3/14		TELKOM KENYA LIMITED	"MASTER CONTRACT NO. 2 FROM 5TH MAY, 2021 TO 4TH MAY 2031"	CHEMOSIT SS <>MUHORONI SS	2		32	25	" 1,600.00 "		PREMIUM	5	" 96,000.00 "		
KP1/4D.1/3/14		TELKOM KENYA LIMITED	"MASTER CONTRACT NO. 2 FROM 5TH MAY, 2021 TO 4TH MAY 2032"	MUHORONI SS <>KISUMU 132 (MAMBOLEO SS)	2		50	25	" 2,500.00 "		PREMIUM	5	" 150,000.00 "		
KP1/4D.1/3/14		TELKOM KENYA LIMITED	"MASTER CONTRACT NO. 2 FROM 5TH MAY, 2021 TO 4TH MAY 2033"	KISUMU EAST SS <>E/HOUSE KISUMU 	2		4.5	25	 225.00 		PREMIUM	5	" 13,500.00 "		
KP1/4D.1/3/14		TELKOM KENYA LIMITED	ICOLO SS<>NYALI SS	ICOLO SS<>JOMVU SS	2		 3.00 	18	 108.00 		NON PREMIUM	6	" 7,776.00 "		
KP1/4D.1/3/14		TELKOM KENYA LIMITED	ICOLO SS<>NYALI SS	JOMVU SS <> KIPEVU HT	2		 8.07 	19	 306.66 		PREMIUM	6	" 22,079.52 "		
KP1/4D.1/3/14		TELKOM KENYA LIMITED	ICOLO SS<>NYALI SS	KIPEVU SS <>MAKANDE SS	2		 2.00 	19	 76.00 		PREMIUM	6	" 5,472.00 "		
KP1/4D.1/3/14		TELKOM KENYA LIMITED	ICOLO SS<>NYALI SS	MAKANDE SS<> NYALI SS 	2		 7.00 	20	 280.00 		METRO	6	" 20,160.00 "		
KP1/4D.1/3/14		TELKOM KENYA LIMITED	MBALE <>KAKAMEGA TH	MBALE SS<>CHAVAKALI	2		 6.10 	18	 219.60 		NON PREMIUM	6	" 15,811.20 "		
KP1/4D.1/3/14		TELKOM KENYA LIMITED	MBALE <>KAKAMEGA TH	CHAVAKALI<>KAKAMEGA SS 	2		 19.59 	18	 705.24 		NON PREMIUM	6	" 50,777.28 "		
KP1/4D.1/3/14		TELKOM KENYA LIMITED	MBALE <>KAKAMEGA TH	KAKAMEGA SS <>KAKAMEGA TH	2		 1.80 	18	 64.80 		NON PREMIUM	6	" 4,665.60 "		
KP1/4D.1/3/14		TELKOM KENYA LIMITED	RABAI SS <> UKUNDA  KPLC OFFICE	RABAI SS <> DIANI SS	2		 50.00 	18	" 1,800.00 "		NON PREMIUM	6	" 129,600.00 "		
KP1/4D.1/3/14		TELKOM KENYA LIMITED	RABAI SS <> UKUNDA  KPLC OFFICE	DIANI SS <> KPLC UKUNDA OFFICE	2		 3.50 	18	 126.00 		NON PREMIUM	6	" 9,072.00 "		
KP1/4D.1/3/51		SYSTEL	NAIROBI WEST SS<>ICOLO NBO1	NAIROBI WEST<>LANGATA SS	2		 10.59 	20	 423.60 		METRO	6	" 30,499.20 "		
KP1/4D.1/3/51		SYSTEL	NAIROBI WEST SS<>ICOLO NBO2	LANGATA SS <> ICOLO NBO 1	2		 2.47 	20	 98.80 		METRO	6	" 7,113.60 "		
KP1/4D.1/3/51		SYSTEL	NAIROBI WEST SS<>NGONG ROAD SS	NAIROBI WEST SS<>NGONG ROAD SS	2		 5.53 	20	 200.00 		METRO	6	" 14,400.00 "		
KP1/4D.1/3/61		SAVENET	EADC<>HURUMA SS	EADC <>INDUSTRIAL SS	1		 4.54 	20	 90.80 		METRO	6	" 6,537.60 "		
KP1/4D.1/3/61		SAVENET	EADC<>HURUMA SS	INDUSTRIAL SS<>NAIROBI SOUTH SS	1		 6.03 	20	 120.60 		METRO	6	" 8,683.20 "		
KP1/4D.1/3/61		SAVENET	EADC<>HURUMA SS	NAIROBI SOUTH SS<>KOMAROCKSS	1		 5.99 	20	 119.80 		METRO	6	" 8,625.60 "		
KP1/4D.1/3/61		SAVENET	EADC<>HURUMA SS	KOMAROCK SS<>NCC JUJA ROAD 	1		 1.21 	20	 24.20 		METRO	6	" 1,742.40 "		
KP1/4D.1/3/61		SAVENET	EADC<>HURUMA SS	NCCJUJA ROAD<>HURUMA SS	1		 3.81 	20	 76.20 		METRO	6	" 5,486.40 "		
KP1/4D.1/3/50		ZOOM	ICOLO MBA1<>KIPEVU HT	ICOLO MBA1<>JOMVU SS	1		 3.44 	20	 68.80 		METRO	6	" 4,953.60 "		
KP1/4D.1/3/50		ZOOM	ICOLO MBA1<>KIPEVU HT	JOMVU SS<>KIPEVU HT	1		 8.72 	19	 165.68 		PREMIUM	6	" 11,928.96 "		
