lat,lng,name,capacity,fibreStatus,darkFibreCores,connectionType,owner,area,locaction,created_at,updated_at
-0.888279431,36.30751639,OLKARIA 1AU 200KV ( 33 / 220 KV),220,Available,15,Direct Tap,KENGEN,CENTRAL RIFT,OLKARIA,10/30/2025,10/30/2025
0.155149733,34.33107639,RANGALA 132/33KV ( 132 / 33 KV),33,Available,15,Direct Tap,KPLC,WEST KENYA,RANGALA,10/30/2025,10/30/2025
0.588568327,34.78482847,WEBUYE 132KV ( 132 / 132 KV),132,Available,15,Direct Tap,KPLC,WEST KENYA,WEBUYE PAN PAPER,10/30/2025,10/30/2025
0.500939632,35.26310811,ELDORET 132/33KV ( 132 / 33 KV),33,Available,15,Direct Tap,KPLC,NORTH RIFT,NEAR RIVATEX FACTORY -ELDORET,10/30/2025,10/30/2025
-0.893776799,36.30731463,OLKARIA I. ( 33 / 132 KV),132,Available,15,Direct Tap,KENGEN,CENTRAL RIFT,OLKARIA I GEOTHERMAL STATION,10/30/2025,10/30/2025
-0.495066524,37.8386489,"ISHIARA 132/33KV SUBSTATION ( 132 / 33,132 KV)","33,132",Available,15,Direct Tap,REA,MT KENYA,ISHIARA,10/30/2025,10/30/2025
-3.390717476,38.57153229,"VOI 132/33/11KV TRANSMISSION STN ( 132 / 11,33 KV)","11,33",Available,15,Direct Tap,KPLC,COAST,VOI TOWN,10/30/2025,10/30/2025
-0.002024857,37.06854841,NANYUKI SUBSTATION ( 132 / 33 KV),33,Available,15,Direct Tap,KPLC,MT KENYA,NANYUKI TOWN,10/30/2025,10/30/2025
-1.173664507,36.93474971,"THIKA 220/66KV STATION ( 220 / 11,66 KV)","11,66",Available,15,Direct Tap,KPLC,NAIROBI,KU,10/30/2025,10/30/2025
-2.324705398,40.10695134,GARSEN TRANSMISSION S/STN ( 220 / 33 KV),33,Available,15,Direct Tap,KETRACO,COAST,GARSEN-HOLA RD,10/30/2025,10/30/2025
-0.891274442,34.52438129,AWENDO 132/33KV STATION ( 132 / 33 KV),33,Available,15,Direct Tap,KETRACO,WEST KENYA,AWENDO TOWN,10/30/2025,10/30/2025
-0.303344241,36.13901252,"LANET SUBSTATION ( 132 / 11,33 KV)","11,33",Available,15,Direct Tap,KPLC,CENTRAL RIFT,NAKURU TOWN,10/30/2025,10/30/2025
-1.182360386,36.71702105,NAIROBI NORTH ( 220 / 66 KV),66,Available,15,Direct Tap,KPLC,NAIROBI,NDENDERU - KIAMBU,10/30/2025,10/30/2025
1.911630659,35.35715602,TURKWELL ( 11 / 220 KV),220,Available,15,Direct Tap,KPLC,NORTH RIFT,TURKWELL,10/30/2025,10/30/2025
-0.379457357,39.62404566,GARISSA 132/11 KV SUBSTATION ( 132 / 11 KV),11,Available,15,Direct Tap,KETRACO,MT KENYA,GARISSA,10/30/2025,10/30/2025
-0.949616377,38.03318293,MWINGI 132/33 KV  SUBSTATION ( 132 / 33 KV),33,Available,15,Direct Tap,KPLC,MT KENYA,MWINGI,10/30/2025,10/30/2025
0.451351067,34.72970989,"MUSAGA ( 132 / 33,132 KV)","33,132",Available,15,Direct Tap,KPLC,WEST KENYA,MUSAGA,10/30/2025,10/30/2025
-1.308273316,37.94621319,KITUI 132/33 SUBSTATION ( 132 / 33 KV),33,Available,15,Direct Tap,KETRACO,MT KENYA,"KATHIVO, KITUI",10/30/2025,10/30/2025
-0.599782787,37.88867164,KIAMBERE SUBSTATION ( 11 / 220 KV),220,Available,15,Direct Tap,KPLC,MT KENYA,KIAMBERE,10/30/2025,10/30/2025
1.448281804,35.36270334,ORTUM 220/33KV ( 220 / 33 KV),33,Available,15,Direct Tap,KETRACO,NORTH RIFT,ORTUM,10/30/2025,10/30/2025
-0.798078814,36.46178153,NAIVASHA SUBSTATION ( 132 / 33 KV),33,Available,15,Direct Tap,KPLC,CENTRAL RIFT,MAI MAHUI NAIVASHA,10/30/2025,10/30/2025
-0.427197495,37.61728198,KYIENI 132/33KV SUBSTATION ( 132 / 33 KV),33,Available,15,Direct Tap,KPLC,MT KENYA,KYIENI,10/30/2025,10/30/2025
-0.91866314,36.33371902,OLKARIA 4   11/ 200KV ( 11 / 220 KV),220,Available,15,Direct Tap,KENGEN,CENTRAL RIFT,OLKARIA,10/30/2025,10/30/2025
-0.548108288,37.39229647,KUTUS 132/33KV  ( 132 / 33 KV),33,Available,15,Direct Tap,KPLC,MT KENYA,DEFATHERS,10/30/2025,10/30/2025
-0.710817646,36.87622012,GITHAMBO 132/33KV SSTN ( 132 / 33 KV),33,Available,15,Direct Tap,KPLC,MT KENYA,GITHAMBO,10/30/2025,10/30/2025
-3.208662057,39.97821256,KAKUYUNI  220/33KV TRANS/STN ( 220 / 33 KV),33,Available,15,Direct Tap,KPLC,COAST,MALINDI- KAKUYUNI RD,10/30/2025,10/30/2025
-0.992582533,36.84617806,GATUNDU 132/33/11 ( 132 / 33 KV),33,Available,15,Direct Tap,KETRACO,MT KENYA,KIGANJO,10/30/2025,10/30/2025
-0.712701841,34.82935513,KEGATI ( 132 / 33 KV),33,Available,15,Direct Tap,KPLC,WEST KENYA,KEGATI-KISII,10/30/2025,10/30/2025
-3.996837081,39.603829,JOMVU 132/33 KV ( 132 / 33 KV),33,Available,15,Direct Tap,KPLC,COAST,JOMVU,10/30/2025,10/30/2025
0.476331993,35.76768603,KABARNET 132/33KV ( 132 / 33 KV),33,Available,15,Direct Tap,KPLC,CENTRAL RIFT,KASOIYO,10/30/2025,10/30/2025
0.219495739,35.29523748,LESSOS 220/132 KV  ( 220 / 132 KV),132,Available,15,Direct Tap,KPLC,NORTH RIFT,LESSOS,10/30/2025,10/30/2025
-1.333489237,36.60305699,KIMUKA 220/66KV SUBSTATION ( 220 / 66 KV),66,Available,15,Direct Tap,KETRACO,NAIROBI,KIMUKA AREA,10/30/2025,10/30/2025
0.252111119,37.5418858,ISIOLO 132/33KV  ( 132 / 33 KV),33,Available,15,Direct Tap,KETRACO,MT KENYA,ISIOLO,10/30/2025,10/30/2025
-2.064564438,37.43015396,KENYA PIPELINE SULTAN HAMUD ( 132 / 33 KV),33,Available,15,Direct Tap,KPLC,NAIROBI,SULTAN HAMUD TOWN,10/30/2025,10/30/2025
-3.614966021,38.84364342,MAUNGU 132/33KV ( 132 / 33 KV),33,Available,15,Direct Tap,KPLC,COAST,MAUNGU,10/30/2025,10/30/2025
-0.697048539,35.07503901,SOTIK SWITCHING  SUBSTATION ( 132 / 132 KV),132,Available,15,Direct Tap,KETRACO,CENTRAL RIFT,CHEBILAT,10/30/2025,10/30/2025
-2.201283826,40.78268196,LAMU 220/33KV TRANSMISSSION S/STN ( 220 / 33 KV),33,Available,15,Direct Tap,KPLC,COAST,MPEKETONI-MKOWE RD,10/30/2025,10/30/2025
-3.622931518,39.84664836,"KILIFI 132/33/11KV TRANS/STN ( 33,132 / 11,33 KV)","11,33",Available,15,Direct Tap,KPLC,COAST,KILIFI TOWN,10/30/2025,10/30/2025
